"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"765","t","Title","Title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"765","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"765","w","Record control number","Record control number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"765","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"765","y","CODEN designation","CODEN designation","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"765","z","International Standard Book Number","International Standard Book Number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","6","Linkage","Linkage","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","7","Control subfield","Control subfield","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","8","Field link and sequence number","Field link and sequence number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","a","Main entry heading","Main entry heading","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","b","Edition","Edition","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","c","Qualifying information","Qualifying information","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","d","Place, publisher, and date of publication","Place, publisher, and date of publication","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","g","Relationship information","Relationship information","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","h","Physical description","Physical description","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","i","Display text","Display text","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","k","Series data for related item","Series data for related item","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","m","Material-specific details","Material-specific details","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","n","Note","Note","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","o","Other item identifier","Other item identifier","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","q","Parallel title (BK SE) [OBSOLETE]","Parallel title (BK SE) [OBSOLETE]","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","r","Report number","Report number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","s","Uniform title","Uniform title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","t","Title","Title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","w","Record control number","Record control number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","y","CODEN designation","CODEN designation","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"767","z","International Standard Book Number","International Standard Book Number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","6","Linkage","Linkage","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","7","Control subfield","Control subfield","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","8","Field link and sequence number","Field link and sequence number ","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","a","Main entry heading","Main entry heading","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","b","Edition","Edition","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","c","Qualifying information","Qualifying information","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","d","Place, publisher, and date of publication","Place, publisher, and date of publication","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","g","Relationship information","Relationship information","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","h","Physical description","Physical description","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","i","Display text","Display text","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","k","Series data for related item","Series data for related item","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","m","Material-specific details","Material-specific details","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","n","Note","Note","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","o","Other item identifier","Other item identifier","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","q","Parallel title (BK SE) [OBSOLETE]","Parallel title (BK SE) [OBSOLETE]","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","r","Report number","Report number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","s","Uniform title","Uniform title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","t","Title","Title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","w","Record control number","Record control number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","y","CODEN designation","CODEN designation","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"770","z","International Standard Book Number","International Standard Book Number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","6","Linkage","Linkage","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","7","Control subfield","Control subfield","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","8","Field link and sequence number","Field link and sequence number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","a","Main entry heading","Main entry heading","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","b","Edition","Edition","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","c","Qualifying information","Qualifying information","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","d","Place, publisher, and date of publication","Place, publisher, and date of publication","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","g","Relationship information","Relationship information","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","h","Physical description","Physical description","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","i","Display text","Display text","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","k","Series data for related item","Series data for related item","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","m","Material-specific details","Material-specific details","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","n","Note","Note","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","o","Other item identifier","Other item identifier","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","q","Parallel title (BK SE) [OBSOLETE]","Parallel title (BK SE) [OBSOLETE]","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","r","Report number","Report number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","s","Uniform title","Uniform title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","t","Title","Title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","w","Record control number","Record control number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","y","CODEN designation","CODEN designation","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"772","z","International Standard Book Number","International Standard Book Number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","0","Host Biblionumber","Host Biblionumber","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","3","Materials specified","Materials specified","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","6","Linkage","Linkage","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","7","Control subfield","Control subfield","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","8","Field link and sequence number","Field link and sequence number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","9","Host Itemnumber","Host Itemnumber","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","a","Main entry heading","Main entry heading","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","b","Edition","Edition","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","d","Place, publisher, and date of publication","Place, publisher, and date of publication","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","g","Relationship information","Relationship information","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","h","Physical description","Physical description","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","i","Display text","Display text","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","k","Series data for related item","Series data for related item","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","m","Material-specific details","Material-specific details","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","n","Note","Note","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","o","Other item identifier","Other item identifier","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","p","Abbreviated title","Abbreviated title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","r","Report number","Report number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","s","Uniform title","Uniform title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","t","Title","Title","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","u","Standard Technical Report Number","Standard Technical Report Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","w","Record control number","Record control number","1","0","0","","7","","","","","-6","ILL","","","","9999","0"
"773","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","7","","","","","-6","ILL","","","","9999","0"
